index	gene
8103	SIK3
8104	SIKE1
8105	SIL1
8106	SIM1
8107	SIM2
8108	SIN3A
8109	SIN3B
8110	SIPA1
8111	SIPA1L1
8112	SIRPA
8113	SIRPB1
8114	SIRPG
8115	SIRT1
8116	SIRT2
8117	SIRT3
8118	SIRT4
8119	SIRT5
8120	SIRT6
8121	SIRT7
8122	SIVA1
8123	SIX2
8124	SIX3
8125	SIX4
8126	SIX5
8127	SIX6
8128	SKA1
8129	SKA2
8130	SKA3
8131	SKAP1
8132	SKAP2
8133	SKI
8134	SKIL
8135	SKP1
8136	SKP2
8137	SLA
8138	SLA2
8139	SLAIN2
8140	SLAMF1
8141	SLAMF6
8142	SLBP
8143	SLC10A1
8144	SLC11A2
8145	SLC12A1
8146	SLC12A2
8147	SLC12A3
8148	SLC12A5
8149	SLC12A6
8150	SLC13A5
8151	SLC15A4
8152	SLC15A5
8153	SLC16A1
8154	SLC16A13
8155	SLC16A2
8156	SLC16A3
8157	SLC16A4
8158	SLC16A7
8159	SLC17A1
8160	SLC17A7
8161	SLC17A8
8162	SLC18A1
8163	SLC18A3
8164	SLC19A1
8165	SLC1A1
8166	SLC1A2
8167	SLC20A2
8168	SLC22A1
8169	SLC22A12
8170	SLC22A17
8171	SLC22A2
8172	SLC22A7
8173	SLC22A8
8174	SLC24A5
8175	SLC25A12
8176	SLC25A13
8177	SLC25A14
8178	SLC25A16
8179	SLC25A17
8180	SLC25A20
8181	SLC25A21
8182	SLC25A24
8183	SLC25A25
8184	SLC25A26
8185	SLC25A27
8186	SLC25A28
8187	SLC25A3
8188	SLC25A31
8189	SLC25A4
8190	SLC25A5
8191	SLC25A6
8192	SLC26A6
8193	SLC27A1
8194	SLC27A2
8195	SLC27A5
8196	SLC29A1
8197	SLC2A1
8198	SLC2A14
8199	SLC2A2
8200	SLC2A3
8201	SLC2A5
8202	SLC2A8
8203	SLC2A9
8204	SLC30A1
8205	SLC30A10
8206	SLC30A4
8207	SLC30A5
8208	SLC30A6
8209	SLC30A7
8210	SLC30A8
8211	SLC30A9
8212	SLC31A1
8213	SLC32A1
8214	SLC35A1
8215	SLC35A2
8216	SLC35A3
8217	SLC35B1
8218	SLC35B2
8219	SLC35B4
8220	SLC35C1
8221	SLC35C2
8222	SLC35E3
8223	SLC35G5
8224	SLC38A9
8225	SLC39A1
8226	SLC39A10
8227	SLC39A11
8228	SLC39A13
8229	SLC39A14
8230	SLC39A2
8231	SLC39A4
8232	SLC39A5
8233	SLC39A6
8234	SLC39A7
8235	SLC39A8
8236	SLC39A9
8237	SLC3A1
8238	SLC3A2
8239	SLC40A1
8240	SLC44A2
8241	SLC45A2
8242	SLC47A1
8243	SLC4A1
8244	SLC4A4
8245	SLC4A7
8246	SLC51A
8247	SLC51B
8248	SLC5A1
8249	SLC5A2
8250	SLC5A4
8251	SLC5A6
8252	SLC5A7
8253	SLC5A8
8254	SLC6A1
8255	SLC6A17
8256	SLC6A3
8257	SLC6A4
8258	SLC6A9
8259	SLC7A10
8260	SLC7A11
8261	SLC7A5
8262	SLC7A6
8263	SLC7A7
8264	SLC7A8
8265	SLC7A9
8266	SLC8A1
8267	SLC8A2
8268	SLC8A3
8269	SLC9A1
8270	SLC9A2
8271	SLC9A3
8272	SLC9A5
8273	SLCO1A2
8274	SLCO1B1
8275	SLCO1C1
8276	SLCO4C1
8277	SLF1
8278	SLIRP
8279	SLIT1
8280	SLIT2
8281	SLIT3
8282	SLITRK1
8283	SLITRK5
8284	SLK
8285	SLMAP
8286	SLN
8287	SLPI
8288	SLTM
8289	SLU7
8290	SLURP1
8291	SLX4
8292	SMAD1
8293	SMAD2
8294	SMAD3
8295	SMAD4
8296	SMAD5
8297	SMAD6
8298	SMAD7
8299	SMAD9
8300	SMAP1
8301	SMAP2
8302	SMARCA1
8303	SMARCA2
8304	SMARCA4
8305	SMARCA5
8306	SMARCAD1
8307	SMARCAL1
8308	SMARCB1
8309	SMARCC1
8310	SMARCC2
8311	SMARCD1
8312	SMARCD2
8313	SMARCD3
8314	SMARCE1
8315	SMC1A
8316	SMC1B
8317	SMC2
8318	SMC3
8319	SMC4
8320	SMC5
8321	SMC6
8322	SMCHD1
8323	SMDT1
8324	SMG1
8325	SMG5
8326	SMG6
8327	SMG7
8328	SMG9
8329	SMN1
8330	SMN2
8331	SMNDC1
8332	SMO
8333	SMOX
8334	SMPD1
8335	SMPD2
8336	SMPD3
8337	SMPD4
8338	SMPDL3A
8339	SMS
8340	SMTN
8341	SMTNL1
8342	SMU1
8343	SMUG1
8344	SMURF1
8345	SMURF2
8346	SMYD1
8347	SMYD2
8348	SMYD3
8349	SNAI1
8350	SNAI2
8351	SNAI3
8352	SNAP23
8353	SNAP25
8354	SNAP29
8355	SNAP47
8356	SNAP91
8357	SNAPC1
8358	SNAPC2
8359	SNAPC3
8360	SNAPC4
8361	SNAPC5
8362	SNAPIN
8363	SNCA
8364	SNCAIP
8365	SNCB
8366	SND1
8367	SNF8
8368	SNIP1
8369	SNRNP200
8370	SNRNP35
8371	SNRNP40
8372	SNRNP48
8373	SNRNP70
8374	SNRPA
8375	SNRPA1
8376	SNRPB
8377	SNRPB2
8378	SNRPC
8379	SNRPD1
8380	SNRPD2
8381	SNRPD3
8382	SNRPE
8383	SNRPF
8384	SNRPG
8385	SNRPN
8386	SNTA1
8387	SNTB1
8388	SNTB2
8389	SNTG2
8390	SNU13
8391	SNUPN
8392	SNURF
8393	SNW1
8394	SNX1
8395	SNX11
8396	SNX12
8397	SNX17
8398	SNX18
8399	SNX2
8400	SNX20
8401	SNX24
8402	SNX27
8403	SNX3
8404	SNX4
8405	SNX5
8406	SNX6
8407	SNX7
8408	SNX8
8409	SNX9
8410	SOAT1
8411	SOAT2
8412	SOCS1
8413	SOCS2
8414	SOCS3
8415	SOCS6
8416	SOD1
8417	SOD2
8418	SOD3
8419	SOHLH1
8420	SOHLH2
8421	SON
8422	SORBS1
8423	SORBS3
8424	SORD
8425	SORL1
8426	SORT1
8427	SOS2
8428	SOST
8429	SOSTDC1
8430	SOX1
8431	SOX10
8432	SOX13
8433	SOX17
8434	SOX2
8435	SOX3
8436	SOX4
8437	SOX5
8438	SOX6
8439	SOX9
8440	SP1
8441	SP100
8442	SP110
8443	SP3
8444	SP7
8445	SPA17
8446	SPACA4
8447	SPAG1
8448	SPAG16
8449	SPAG17
8450	SPAG4
8451	SPAG5
8452	SPAG6
8453	SPAG7
8454	SPAG9
8455	SPARC
8456	SPARCL1
8457	SPART
8458	SPATA13
8459	SPATA2
8460	SPATC1
8461	SPC24
8462	SPC25
8463	SPCS1
8464	SPCS2
8465	SPCS3
8466	SPDL1
8467	SPDYA
8468	SPECC1
8469	SPEN
8470	SPG11
8471	SPG7
8472	SPHK1
8473	SPHK2
8474	SPHKAP
8475	SPI1
8476	SPIB
8477	SPIC
8478	SPICE1
8479	SPIN1
8480	SPINK1
8481	SPINK2
8482	SPINK5
8483	SPINK6
8484	SPINK9
8485	SPINT1
8486	SPINT2
8487	SPIRE1
8488	SPIRE2
8489	SPN
8490	SPNS1
8491	SPNS3
8492	SPO11
8493	SPOCK3
8494	SPON1
8495	SPOP
8496	SPOPL
8497	SPP1
8498	SPP2
8499	SPPL2A
8500	SPPL2B
8501	SPPL3
8502	SPR
8503	SPRED1
8504	SPRED2
8505	SPRED3
8506	SPRR1A
8507	SPRR1B
8508	SPRR2A
8509	SPRR2E
8510	SPRR2G
8511	SPRR3
8512	SPRTN
8513	SPRY1
8514	SPRY2
8515	SPRY3
8516	SPRY4
8517	SPSB1
8518	SPSB4
8519	SPTAN1
8520	SPTBN1
8521	SPTBN2
8522	SPTBN4
8523	SPTBN5
8524	SPTLC1
8525	SPTLC2
8526	SPTLC3
8527	SPTSSA
8528	SPTSSB
8529	SQLE
8530	SQOR
8531	SQSTM1
8532	SRA1
8533	SRC
8534	SRCAP
8535	SRCIN1
8536	SRD5A2
8537	SRD5A3
8538	SREBF1
8539	SREBF2
8540	SREK1
8541	SRF
8542	SRGAP1
8543	SRGAP2
8544	SRGAP3
8545	SRGN
8546	SRI
8547	SRL
8548	SRM
8549	SRP14
8550	SRP19
8551	SRP54
8552	SRP68
8553	SRP9
8554	SRPK1
8555	SRPK2
8556	SRPRA
8557	SRPRB
8558	SRPX2
8559	SRR
8560	SRRM1
8561	SRRM2
8562	SRRM4
8563	SRRT
8564	SRSF1
8565	SRSF10
8566	SRSF11
8567	SRSF12
8568	SRSF2
8569	SRSF3
8570	SRSF4
8571	SRSF5
8572	SRSF6
8573	SRSF7
8574	SRSF8
8575	SRSF9
8576	SRXN1
8577	SS18
8578	SS18L1
8579	SSB
8580	SSBP1
8581	SSBP2
8582	SSBP4
8583	SSH1
8584	SSH2
8585	SSH3
8586	SSNA1
8587	SSPN
8588	SSR1
8589	SSR2
8590	SSR3
8591	SSR4
8592	SSRP1
8593	SSTR1
8594	SSTR2
8595	SSTR3
8596	SSTR5
8597	SSU72
8598	SSX1
8599	SSX2
8600	SSX2B
8601	SSX2IP
8602	SSX3
8603	SSX7
8604	ST13
8605	ST14
8606	ST3GAL1
8607	ST3GAL2
8608	ST3GAL3
8609	ST3GAL4
8610	ST3GAL5
8611	ST3GAL6
8612	ST6GAL1
8613	ST6GAL2
8614	ST6GALNAC1
8615	ST6GALNAC2
8616	ST6GALNAC3
8617	ST6GALNAC4
8618	ST6GALNAC5
8619	ST8SIA1
8620	ST8SIA2
8621	ST8SIA4
8622	ST8SIA5
8623	STAB1
8624	STAB2
8625	STAC
8626	STAG1
8627	STAG2
8628	STAG3
8629	STAM
8630	STAM2
8631	STAMBP
8632	STAP1
8633	STAP2
8634	STAR
8635	STARD13
8636	STARD3
8637	STARD3NL
8638	STARD8
8639	STAT1
8640	STAT2
8641	STAT3
8642	STAT4
8643	STAT5A
8644	STAT5B
8645	STAT6
8646	STATH
8647	STAU1
8648	STBD1
8649	STC2
8650	STEAP3
8651	STH
8652	STIL
8653	STIM1
8654	STIM2
8655	STIP1
8656	STK10
8657	STK11
8658	STK24
8659	STK25
8660	STK26
8661	STK3
8662	STK35
8663	STK36
8664	STK38
8665	STK38L
8666	STK39
8667	STK4
8668	STK40
8669	STMN1
8670	STMN4
8671	STN1
8672	STOM
8673	STOML2
8674	STOML3
8675	STON1
8676	STON2
8677	STRA6
8678	STRA8
8679	STRADA
8680	STRADB
8681	STRAP
8682	STRBP
8683	STRIP1
8684	STRIP2
8685	STRN
8686	STRN3
8687	STRN4
8688	STS
8689	STT3A
8690	STT3B
8691	STUB1
8692	STX10
8693	STX11
8694	STX12
8695	STX16
8696	STX17
8697	STX18
8698	STX19
8699	STX1A
8700	STX1B
8701	STX2
8702	STX3
8703	STX4
8704	STX5
8705	STX6
8706	STX7
8707	STX8
8708	STXBP1
8709	STXBP2
8710	STXBP3
8711	STXBP4
8712	STXBP5
8713	STXBP5L
8714	STXBP6
8715	SUB1
8716	SUCLG1
8717	SUCLG2
8718	SUCNR1
8719	SUDS3
8720	SUFU
8721	SUGP1
8722	SUGT1
8723	SULT1A2
8724	SULT1E1
8725	SULT2A1
8726	SULT2B1
8727	SULT4A1
8728	SUMF1
8729	SUMF2
8730	SUMO1
8731	SUMO2
8732	SUMO3
8733	SUN1
8734	SUN2
8735	SUOX
8736	SUPT16H
8737	SUPT20H
8738	SUPT3H
8739	SUPT4H1
8740	SUPT5H
8741	SUPT6H
8742	SUPT7L
8743	SUPV3L1
8744	SURF1
8745	SURF4
8746	SURF6
8747	SUV39H1
8748	SUV39H2
8749	SUZ12
8750	SV2A
8751	SV2B
8752	SVIL
8753	SVIP
8754	SWSAP1
8755	SYBU
8756	SYCE1
8757	SYCE2
8758	SYCE3
8759	SYCN
8760	SYCP1
8761	SYCP2
8762	SYCP3
8763	SYDE1
8764	SYDE2
8765	SYF2
8766	SYK
8767	SYMPK
8768	SYN1
8769	SYN2
8770	SYN3
8771	SYNC
8772	SYNCRIP
8773	SYNE1
8774	SYNE2
8775	SYNE4
8776	SYNGAP1
8777	SYNGR1
8778	SYNGR2
8779	SYNJ1
8780	SYNJ2
8781	SYNJ2BP
8782	SYNM
8783	SYNPO
8784	SYNPR
8785	SYNRG
8786	SYP
8787	SYS1
8788	SYT1
8789	SYT10
8790	SYT11
8791	SYT12
8792	SYT2
8793	SYT3
8794	SYT4
8795	SYT5
8796	SYT6
8797	SYT7
8798	SYT9
8799	SYTL1
8800	SYTL2
8801	SYTL4
8802	SYVN1
8803	SZT2
8804	TAAR1
8805	TAAR9
8806	TAB1
8807	TAB2
8808	TAB3
8809	TAC1
8810	TACC1
8811	TACC2
8812	TACC3
8813	TACO1
8814	TACR1
8815	TACR2
8816	TACR3
8817	TADA1
8818	TADA2A
8819	TADA2B
8820	TADA3
8821	TAF1
8822	TAF10
8823	TAF11
8824	TAF12
8825	TAF13
8826	TAF15
8827	TAF1A
8828	TAF1B
8829	TAF1C
8830	TAF1D
8831	TAF2
8832	TAF3
8833	TAF4
8834	TAF4B
8835	TAF5
8836	TAF5L
8837	TAF6
8838	TAF6L
8839	TAF7
8840	TAF7L
8841	TAF8
8842	TAF9
8843	TAF9B
8844	TAGAP
8845	TAGLN
8846	TAL1
8847	TALDO1
8848	TAMM41
8849	TANC1
8850	TANK
8851	TAOK1
8852	TAOK2
8853	TAOK3
8854	TAP1
8855	TAPBP
8856	TARBP2
8857	TARDBP
8858	TARS2
8859	TAS1R1
8860	TAS1R2
8861	TAS1R3
8862	TAS2R10
8863	TAS2R19
8864	TAS2R5
8865	TAS2R7
8866	TATDN1
8867	TAX1BP1
8868	TAX1BP3
8869	TBC1D1
8870	TBC1D10A
8871	TBC1D15
8872	TBC1D2
8873	TBC1D20
8874	TBC1D25
8875	TBC1D31
8876	TBC1D4
8877	TBC1D7
8878	TBCA
8879	TBCB
8880	TBCC
8881	TBCD
8882	TBCE
8883	TBCEL
8884	TBK1
8885	TBL1XR1
8886	TBL3
8887	TBP
8888	TBPL1
8889	TBPL2
8890	TBR1
8891	TBX18
8892	TBX19
8893	TBX2
8894	TBX20
8895	TBX21
8896	TBX22
8897	TBX3
8898	TBX4
8899	TBX5
8900	TBXA2R
8901	TCAP
8902	TCEA1
8903	TCEA2
8904	TCEA3
8905	TCEAL1
8906	TCEAL4
8907	TCEAL6
8908	TCEAL7
8909	TCERG1
8910	TCF12
8911	TCF19
8912	TCF20
8913	TCF21
8914	TCF25
8915	TCF3
8916	TCF4
8917	TCF7
8918	TCF7L1
8919	TCF7L2
8920	TCHH
8921	TCIRG1
8922	TCL1A
8923	TCP1
8924	TCP11
8925	TCTN1
8926	TCTN2
8927	TCTN3
8928	TDG
8929	TDO2
8930	TDP1
8931	TDP2
8932	TDRD1
8933	TDRD5
8934	TDRD6
8935	TDRD7
8936	TDRD9
8937	TDRKH
8938	TEAD1
8939	TEAD2
8940	TEAD3
8941	TEAD4
8942	TEC
8943	TECPR1
8944	TECR
8945	TEFM
8946	TEK
8947	TELO2
8948	TEN1
8949	TENT2
8950	TENT4A
8951	TEP1
8952	TERF1
8953	TERF2
8954	TERF2IP
8955	TERT
8956	TES
8957	TESC
8958	TET1
8959	TEX10
8960	TEX101
8961	TEX14
8962	TEX264
8963	TEX35
8964	TF
8965	TFAM
8966	TFAP2B
8967	TFAP2C
8968	TFAP2D
8969	TFAP4
8970	TFB1M
8971	TFB2M
8972	TFDP1
8973	TFDP2
8974	TFDP3
8975	TFE3
8976	TFEB
8977	TFF1
8978	TFG
8979	TFIP11
8980	TFPI
8981	TFPT
8982	TFR2
8983	TFRC
8984	TG
8985	TGFA
8986	TGFB1
8987	TGFB1I1
8988	TGFB2
8989	TGFB3
8990	TGFBI
8991	TGFBR1
8992	TGFBR2
8993	TGFBR3
8994	TGFBRAP1
8995	TGIF1
8996	TGIF2
8997	TGIF2LX
8998	TGM1
8999	TGM2
9000	TGM5
9001	TGOLN2
9002	TGS1
9003	TH
9004	THAP1
9005	THAP11
9006	THAP7
9007	THBD
9008	THBS1
9009	THBS2
9010	THBS3
9011	THBS4
9012	THEM4
9013	THEMIS
9014	THOC1
9015	THOC2
9016	THOC3
9017	THOC5
9018	THOC6
9019	THOC7
9020	THRA
9021	THRAP3
9022	THRB
9023	THRSP
9024	THSD7A
9025	THTPA
9026	THY1
9027	TIA1
9028	TIAL1
9029	TIAM1
9030	TIAM2
9031	TICAM1
9032	TICAM2
9033	TICRR
9034	TIGD3
9035	TIGIT
9036	TIMELESS
9037	TIMM10
9038	TIMM10B
9039	TIMM13
9040	TIMM17A
9041	TIMM17B
9042	TIMM21
9043	TIMM22
9044	TIMM23
9045	TIMM44
9046	TIMM50
9047	TIMM8A
9048	TIMM8B
9049	TIMM9
9050	TIMMDC1
9051	TIMP1
9052	TIMP2
9053	TIMP3
9054	TINF2
9055	TIPIN
9056	TIPRL
9057	TIRAP
9058	TJAP1
9059	TJP1
9060	TJP2
9061	TJP3
9062	TK1
9063	TK2
9064	TKFC
9065	TKT
9066	TKTL1
9067	TKTL2
9068	TLE1
9069	TLE2
9070	TLE3
9071	TLE4
9072	TLE6
9073	TLK1
9074	TLK2
9075	TLL1
9076	TLL2
9077	TLN1
9078	TLN2
9079	TLR1
9080	TLR10
9081	TLR2
9082	TLR3
9083	TLR4
9084	TLR7
9085	TLR8
9086	TLR9
9087	TM6SF2
9088	TM7SF2
9089	TM9SF4
9090	TMBIM1
9091	TMC6
9092	TMC8
9093	TMCO1
9094	TMED1
9095	TMED10
9096	TMED2
9097	TMED3
9098	TMED4
9099	TMED5
9100	TMED7
9101	TMED9
9102	TMEM11
9103	TMEM115
9104	TMEM138
9105	TMEM147
9106	TMEM17
9107	TMEM176A
9108	TMEM176B
9109	TMEM179B
9110	TMEM18
9111	TMEM199
9112	TMEM216
9113	TMEM219
9114	TMEM231
9115	TMEM258
9116	TMEM30A
9117	TMEM43
9118	TMEM50A
9119	TMEM63A
9120	TMEM67
9121	TMEM86B
9122	TMEM97
9123	TMF1
9124	TMLHE
9125	TMOD1
9126	TMOD2
9127	TMOD3
9128	TMOD4
9129	TMPO
9130	TMPRSS2
9131	TMPRSS6
9132	TMSB4X
9133	TMX1
9134	TNC
9135	TNF
9136	TNFAIP1
9137	TNFAIP3
9138	TNFAIP8
9139	TNFRSF10A
9140	TNFRSF10B
9141	TNFRSF10C
9142	TNFRSF10D
9143	TNFRSF11A
9144	TNFRSF11B
9145	TNFRSF12A
9146	TNFRSF13B
9147	TNFRSF13C
9148	TNFRSF14
9149	TNFRSF17
9150	TNFRSF18
9151	TNFRSF1A
9152	TNFRSF1B
9153	TNFRSF21
9154	TNFRSF25
9155	TNFRSF4
9156	TNFRSF6B
9157	TNFRSF8
9158	TNFSF10
9159	TNFSF11
9160	TNFSF12
9161	TNFSF13
9162	TNFSF13B
9163	TNFSF14
9164	TNFSF15
9165	TNFSF18
9166	TNFSF4
9167	TNFSF8
9168	TNFSF9
9169	TNIK
9170	TNIP1
9171	TNIP2
9172	TNK2
9173	TNKS
9174	TNKS1BP1
9175	TNKS2
9176	TNNC1
9177	TNNC2
9178	TNNI1
9179	TNNI2
9180	TNNI3
9181	TNNI3K
9182	TNNT1
9183	TNNT3
9184	TNP1
9185	TNP2
9186	TNPO1
9187	TNPO2
9188	TNPO3
9189	TNR
9190	TNRC6A
9191	TNRC6B
9192	TNS1
9193	TNS2
9194	TNS3
9195	TNS4
9196	TNXB
9197	TOB2
9198	TOE1
9199	TOLLIP
9200	TOM1
9201	TOMM20
9202	TOMM20L
9203	TOMM22
9204	TOMM34
9205	TOMM40
9206	TOMM40L
9207	TOMM5
9208	TOMM6
9209	TOMM7
9210	TOMM70
9211	TONSL
9212	TOP1
9213	TOP1MT
9214	TOP2A
9215	TOP2B
9216	TOP3B
9217	TOPBP1
9218	TOPORS
9219	TOR1A
9220	TOR1AIP1
9221	TOR1AIP2
9222	TOR1B
9223	TOR4A
9224	TOX2
9225	TOX4
9226	TP53
9227	TP53AIP1
9228	TP53BP1
9229	TP53BP2
9230	TP53INP1
9231	TP53INP2
9232	TP53RK
9233	TP63
9234	TP73
9235	TPD52
9236	TPD52L1
9237	TPD52L2
9238	TPGS1
9239	TPGS2
9240	TPH1
9241	TPH2
9242	TPI1
9243	TPK1
9244	TPM1
9245	TPM2
9246	TPM3
9247	TPM4
9248	TPO
9249	TPP2
9250	TPPP
9251	TPR
9252	TPRKB
9253	TPRN
9254	TPSAB1
9255	TPST1
9256	TPST2
9257	TPT1
9258	TPX2
9259	TRA2A
9260	TRA2B
9261	TRADD
9262	TRAF1
9263	TRAF2
9264	TRAF3
9265	TRAF3IP1
9266	TRAF3IP3
9267	TRAF5
9268	TRAF6
9269	TRAF7
9270	TRAIP
9271	TRAK1
9272	TRAK2
9273	TRAM1
9274	TRAPPC1
9275	TRAPPC10
9276	TRAPPC11
9277	TRAPPC12
9278	TRAPPC2
9279	TRAPPC2B
9280	TRAPPC2L
9281	TRAPPC3
9282	TRAPPC3L
9283	TRAPPC4
9284	TRAPPC5
9285	TRAPPC6A
9286	TRAPPC6B
9287	TRAPPC8
9288	TRAT1
9289	TRDMT1
9290	TRDN
9291	TREH
9292	TREM1
9293	TREM2
9294	TREML1
9295	TREML2
9296	TRERF1
9297	TRH
9298	TRHR
9299	TRIAP1
9300	TRIB1
9301	TRIB2
9302	TRIB3
9303	TRIL
9304	TRIM10
9305	TRIM11
9306	TRIM13
9307	TRIM14
9308	TRIM17
9309	TRIM2
9310	TRIM21
9311	TRIM22
9312	TRIM23
9313	TRIM24
9314	TRIM25
9315	TRIM27
9316	TRIM28
9317	TRIM29
9318	TRIM3
9319	TRIM31
9320	TRIM32
9321	TRIM33
9322	TRIM35
9323	TRIM36
9324	TRIM37
9325	TRIM4
9326	TRIM41
9327	TRIM45
9328	TRIM5
9329	TRIM50
9330	TRIM56
9331	TRIM59
9332	TRIM6
9333	TRIM63
9334	TRIM68
9335	TRIM69
9336	TRIM7
9337	TRIM71
9338	TRIM72
9339	TRIM8
9340	TRIM9
9341	TRIO
9342	TRIP10
9343	TRIP11
9344	TRIP13
9345	TRIP4
9346	TRIP6
9347	TRMT10C
9348	TRMT112
9349	TRMT6
9350	TRMT61A
9351	TRNAU1AP
9352	TRNT1
9353	TRO
9354	TROAP
9355	TRPA1
9356	TRPC1
9357	TRPC3
9358	TRPC4
9359	TRPC4AP
9360	TRPC5
9361	TRPC6
9362	TRPC7
9363	TRPM2
9364	TRPM4
9365	TRPM8
9366	TRPS1
9367	TRPV1
9368	TRPV2
9369	TRPV4
9370	TRPV5
9371	TRPV6
9372	TRRAP
9373	TSC1
9374	TSC2
9375	TSEN15
9376	TSEN2
9377	TSEN34
9378	TSEN54
9379	TSFM
9380	TSG101
9381	TSHB
9382	TSHR
9383	TSHZ1
9384	TSLP
9385	TSN
9386	TSNARE1
9387	TSNAX
9388	TSNAXIP1
9389	TSPAN12
9390	TSPAN14
9391	TSPAN3
9392	TSPAN7
9393	TSPO
9394	TSPOAP1
9395	TSPYL2
9396	TSR1
9397	TST
9398	TTBK2
9399	TTC19
9400	TTC21B
9401	TTC5
9402	TTF1
9403	TTK
9404	TTLL1
9405	TTLL5
9406	TTN
9407	TTR
9408	TUB
9409	TUBA1A
9410	TUBA1B
9411	TUBA1C
9412	TUBA3E
9413	TUBA4A
9414	TUBA8
9415	TUBAL3
9416	TUBB
9417	TUBB1
9418	TUBB2A
9419	TUBB2B
9420	TUBB3
9421	TUBB4A
9422	TUBB4B
9423	TUBB6
9424	TUBB8
9425	TUBD1
9426	TUBE1
9427	TUBG1
9428	TUBG2
9429	TUBGCP2
9430	TUBGCP3
9431	TUBGCP4
9432	TUBGCP5
9433	TUBGCP6
9434	TUFM
9435	TUFT1
9436	TULP3
9437	TULP4
9438	TUSC3
9439	TUT1
9440	TUT4
9441	TVP23B
9442	TWF1
9443	TWF2
9444	TWIST1
9445	TWIST2
9446	TWNK
9447	TWSG1
9448	TXK
9449	TXLNA
9450	TXLNB
9451	TXLNG
9452	TXN
9453	TXN2
9454	TXNDC12
9455	TXNDC16
9456	TXNDC17
9457	TXNDC5
9458	TXNIP
9459	TXNL1
9460	TXNL4A
9461	TXNL4B
9462	TXNRD1
9463	TXNRD2
9464	TYK2
9465	TYMP
9466	TYMS
9467	TYR
9468	TYRO3
9469	TYROBP
9470	TYRP1
9471	TYSND1
9472	U2AF1
9473	U2AF1L4
9474	U2AF2
9475	U2SURP
9476	UAP1
9477	UBA2
9478	UBA3
9479	UBA5
9480	UBA52
9481	UBA6
9482	UBA7
9483	UBAC1
9484	UBAC2
9485	UBAP1
9486	UBAP2L
9487	UBASH3A
9488	UBB
9489	UBC
9490	UBD
9491	UBE2A
9492	UBE2B
9493	UBE2C
9494	UBE2D1
9495	UBE2D2
9496	UBE2D3
9497	UBE2E1
9498	UBE2E2
9499	UBE2E3
9500	UBE2F
9501	UBE2G2
9502	UBE2I
9503	UBE2J1
9504	UBE2J2
9505	UBE2K
9506	UBE2L3
9507	UBE2L6
9508	UBE2M
9509	UBE2N
9510	UBE2Q2
9511	UBE2S
9512	UBE2V1
9513	UBE2V2
9514	UBE2W
9515	UBE2Z
9516	UBE3C
9517	UBE3D
9518	UBE4A
9519	UBE4B
9520	UBIAD1
9521	UBL3
9522	UBL4A
9523	UBL4B
9524	UBL5
9525	UBLCP1
9526	UBN1
9527	UBOX5
9528	UBQLN1
9529	UBQLN2
9530	UBQLN4
9531	UBR1
9532	UBR2
9533	UBR4
9534	UBR5
9535	UBTF
9536	UBXN1
9537	UBXN2A
9538	UBXN2B
9539	UBXN4
9540	UBXN7
9541	UCHL1
9542	UCHL3
9543	UCHL5
9544	UCK1
9545	UCKL1
9546	UCN
9547	UCN3
9548	UCP1
9549	UCP2
9550	UCP3
9551	UFD1
9552	UFL1
9553	UFM1
9554	UFSP2
9555	UGCG
9556	UGDH
9557	UGGT1
9558	UGP2
9559	UGT1A1
9560	UGT1A10
9561	UGT1A3
9562	UGT1A4
9563	UGT1A6
9564	UGT1A7
9565	UGT1A8
9566	UGT1A9
9567	UGT2A3
9568	UGT2B11
9569	UGT2B15
9570	UGT2B7
9571	UGT8
9572	UHRF1
9573	UHRF2
9574	UIMC1
9575	ULBP1
9576	ULBP2
9577	ULBP3
9578	ULK1
9579	ULK2
9580	ULK3
9581	UMOD
9582	UMPS
9583	UNC119
9584	UNC119B
9585	UNC13A
9586	UNC13B
9587	UNC13D
9588	UNC45A
9589	UNC45B
9590	UNC5A
9591	UNC5B
9592	UNC5C
9593	UNC93B1
9594	UNG
9595	UNKL
9596	UPF1
9597	UPF2
9598	UPF3A
9599	UPF3B
9600	UPK1B
9601	UPK2
9602	UPK3A
9603	UPP1
9604	UPP2
9605	UPRT
9606	UQCC1
9607	UQCC2
9608	UQCR10
9609	UQCR11
9610	UQCRB
9611	UQCRC1
9612	UQCRC2
9613	UQCRFS1
9614	UQCRH
9615	UQCRQ
9616	URB1
9617	URB2
9618	URI1
9619	UROD
9620	UROS
9621	USE1
9622	USF1
9623	USF2
9624	USH1C
9625	USH1G
9626	USH2A
9627	USO1
9628	USP1
9629	USP10
9630	USP11
9631	USP14
9632	USP16
9633	USP17L1
9634	USP17L2
9635	USP17L5
9636	USP18
9637	USP19
9638	USP2
9639	USP21
9640	USP22
9641	USP25
9642	USP26
9643	USP28
9644	USP3
9645	USP30
9646	USP33
9647	USP37
9648	USP39
9649	USP4
9650	USP44
9651	USP47
9652	USP48
9653	USP49
9654	USP5
9655	USP6
9656	USP7
9657	USP8
9658	USP9X
9659	UST
9660	UTF1
9661	UTP11
9662	UTP14A
9663	UTP14C
9664	UTP15
9665	UTP18
9666	UTP20
9667	UTP23
9668	UTP25
9669	UTP3
9670	UTP4
9671	UTP6
9672	UTRN
9673	UVRAG
9674	UXS1
9675	UXT
9676	VAC14
