index	gene
3303	GCC1
3304	GCC2
3305	GCDH
3306	GCFC2
3307	GCG
3308	GCGR
3309	GCH1
3310	GCHFR
3311	GCK
3312	GCKR
3313	GCLM
3314	GCN1
3315	GCNT1
3316	GCNT2
3317	GCNT3
3318	GCSH
3319	GDA
3320	GDAP1
3321	GDE1
3322	GDF2
3323	GDF5
3324	GDF7
3325	GDF9
3326	GDI1
3327	GDI2
3328	GDNF
3329	GDPD1
3330	GDPD5
3331	GEMIN2
3332	GEMIN4
3333	GEMIN5
3334	GEMIN6
3335	GEMIN7
3336	GEMIN8
3337	GEN1
3338	GET4
3339	GFAP
3340	GFI1
3341	GFI1B
3342	GFM1
3343	GFM2
3344	GFPT1
3345	GFPT2
3346	GFRA1
3347	GFRA2
3348	GFRA4
3349	GGA1
3350	GGA2
3351	GGA3
3352	GGCT
3353	GGCX
3354	GGH
3355	GGPS1
3356	GGT1
3357	GGT5
3358	GGT6
3359	GGT7
3360	GH1
3361	GH2
3362	GHR
3363	GHRH
3364	GHRHR
3365	GHRL
3366	GHSR
3367	GID8
3368	GIGYF1
3369	GIMAP4
3370	GIMAP8
3371	GINS1
3372	GINS2
3373	GINS3
3374	GINS4
3375	GIP
3376	GIPC1
3377	GIPC2
3378	GIPR
3379	GIT1
3380	GIT2
3381	GJA1
3382	GJA3
3383	GJD3
3384	GK
3385	GK2
3386	GKAP1
3387	GKN2
3388	GLA
3389	GLB1
3390	GLCE
3391	GLDC
3392	GLE1
3393	GLG1
3394	GLI1
3395	GLI2
3396	GLI3
3397	GLIPR1
3398	GLMN
3399	GLO1
3400	GLOD4
3401	GLP1R
3402	GLP2R
3403	GLRA1
3404	GLRA2
3405	GLRA3
3406	GLRB
3407	GLRX
3408	GLRX2
3409	GLRX3
3410	GLRX5
3411	GLS
3412	GLS2
3413	GLUD1
3414	GLUD2
3415	GLUL
3416	GLYAT
3417	GLYCTK
3418	GM2A
3419	GMDS
3420	GMEB1
3421	GMEB2
3422	GMIP
3423	GML
3424	GMNN
3425	GMPPA
3426	GMPR
3427	GMPR2
3428	GMPS
3429	GNA11
3430	GNA12
3431	GNA13
3432	GNA14
3433	GNA15
3434	GNAI1
3435	GNAI2
3436	GNAI3
3437	GNAL
3438	GNAO1
3439	GNAQ
3440	GNAS
3441	GNAT1
3442	GNAT2
3443	GNAT3
3444	GNAZ
3445	GNB1
3446	GNB2
3447	GNB3
3448	GNB4
3449	GNB5
3450	GNE
3451	GNG10
3452	GNG11
3453	GNG12
3454	GNG13
3455	GNG2
3456	GNG3
3457	GNG4
3458	GNG5
3459	GNG7
3460	GNG8
3461	GNGT1
3462	GNGT2
3463	GNL1
3464	GNL2
3465	GNL3
3466	GNL3L
3467	GNMT
3468	GNPAT
3469	GNPDA1
3470	GNPDA2
3471	GNPNAT1
3472	GNPTAB
3473	GNPTG
3474	GNRH1
3475	GNRHR
3476	GNS
3477	GOLGA1
3478	GOLGA2
3479	GOLGA3
3480	GOLGA4
3481	GOLGA5
3482	GOLGA7
3483	GOLGB1
3484	GOLIM4
3485	GOLM1
3486	GOLPH3
3487	GOLPH3L
3488	GON4L
3489	GOPC
3490	GORAB
3491	GORASP1
3492	GORASP2
3493	GOSR1
3494	GOSR2
3495	GOT1
3496	GOT2
3497	GP1BA
3498	GP1BB
3499	GP2
3500	GP5
3501	GP6
3502	GP9
3503	GPA33
3504	GPAA1
3505	GPAM
3506	GPAT3
3507	GPAT4
3508	GPATCH1
3509	GPC1
3510	GPC2
3511	GPC3
3512	GPC4
3513	GPC5
3514	GPC6
3515	GPCPD1
3516	GPD1
3517	GPD1L
3518	GPD2
3519	GPHA2
3520	GPHB5
3521	GPHN
3522	GPI
3523	GPIHBP1
3524	GPKOW
3525	GPLD1
3526	GPN1
3527	GPN3
3528	GPNMB
3529	GPR119
3530	GPR143
3531	GPR15
3532	GPR153
3533	GPR156
3534	GPR161
3535	GPR17
3536	GPR180
3537	GPR183
3538	GPR20
3539	GPR25
3540	GPR35
3541	GPR37
3542	GPR39
3543	GPR45
3544	GPR50
3545	GPR55
3546	GPR83
3547	GPR84
3548	GPS1
3549	GPS2
3550	GPSM1
3551	GPSM2
3552	GPT
3553	GPT2
3554	GPX1
3555	GPX2
3556	GPX4
3557	GPX7
3558	GPX8
3559	GRAP
3560	GRAP2
3561	GRB10
3562	GRB14
3563	GRB2
3564	GRB7
3565	GREM2
3566	GRHL1
3567	GRHPR
3568	GRIA1
3569	GRIA2
3570	GRIA3
3571	GRIA4
3572	GRID2
3573	GRID2IP
3574	GRIK1
3575	GRIK2
3576	GRIK3
3577	GRIK4
3578	GRIK5
3579	GRIN1
3580	GRIN2A
3581	GRIN2B
3582	GRIN2C
3583	GRIN2D
3584	GRIN3A
3585	GRIN3B
3586	GRIP1
3587	GRIP2
3588	GRK1
3589	GRK2
3590	GRK4
3591	GRK5
3592	GRK6
3593	GRK7
3594	GRM1
3595	GRM2
3596	GRM3
3597	GRM4
3598	GRM5
3599	GRM6
3600	GRM7
3601	GRM8
3602	GRN
3603	GRP
3604	GRPEL1
3605	GRPEL2
3606	GRPR
3607	GRSF1
3608	GRWD1
3609	GRXCR1
3610	GSC
3611	GSDMB
3612	GSK3A
3613	GSK3B
3614	GSN
3615	GSPT1
3616	GSPT2
3617	GSR
3618	GSTA1
3619	GSTA2
3620	GSTA3
3621	GSTA4
3622	GSTA5
3623	GSTK1
3624	GSTM1
3625	GSTM2
3626	GSTM3
3627	GSTM4
3628	GSTM5
3629	GSTO1
3630	GSTO2
3631	GSTP1
3632	GSTT2B
3633	GSTZ1
3634	GTF2A1
3635	GTF2A1L
3636	GTF2A2
3637	GTF2B
3638	GTF2E1
3639	GTF2E2
3640	GTF2F1
3641	GTF2F2
3642	GTF2H1
3643	GTF2H2
3644	GTF2H2C
3645	GTF2H3
3646	GTF2H4
3647	GTF2H5
3648	GTF2I
3649	GTF2IRD2
3650	GTF2IRD2B
3651	GTF3A
3652	GTF3C1
3653	GTF3C2
3654	GTF3C3
3655	GTF3C4
3656	GTF3C5
3657	GTF3C6
3658	GTPBP1
3659	GTPBP10
3660	GTPBP3
3661	GTPBP4
3662	GTSE1
3663	GUCA1B
3664	GUCY1A1
3665	GUCY1A2
3666	GUCY1B1
3667	GUCY2C
3668	GUCY2D
3669	GUCY2F
3670	GUF1
3671	GUK1
3672	GULP1
3673	GUSB
3674	GXYLT1
3675	GXYLT2
3676	GYG1
3677	GYG2
3678	GYPB
3679	GYPC
3680	GYS1
3681	GYS2
3682	GZMA
3683	GZMB
3684	GZMH
3685	GZMK
3686	GZMM
3687	HAAO
3688	HABP2
3689	HACD1
3690	HACD2
3691	HACD4
3692	HACE1
3693	HACL1
3694	HADH
3695	HADHA
3696	HADHB
3697	HAGH
3698	HAL
3699	HAMP
3700	HAND1
3701	HAND2
3702	HAO1
3703	HAO2
3704	HAP1
3705	HAPLN1
3706	HARBI1
3707	HARS2
3708	HASPIN
3709	HAT1
3710	HAUS1
3711	HAUS2
3712	HAUS3
3713	HAUS4
3714	HAUS5
3715	HAUS6
3716	HAUS7
3717	HAUS8
3718	HAVCR1
3719	HAVCR2
3720	HAX1
3721	HBA1
3722	HBA2
3723	HBB
3724	HBE1
3725	HBEGF
3726	HBG1
3727	HBP1
3728	HBQ1
3729	HBZ
3730	HCAR1
3731	HCCS
3732	HCFC1
3733	HCFC2
3734	HCLS1
3735	HCN1
3736	HCN2
3737	HCN4
3738	HCRT
3739	HCRTR1
3740	HCRTR2
3741	HCST
3742	HDAC1
3743	HDAC10
3744	HDAC11
3745	HDAC2
3746	HDAC3
3747	HDAC4
3748	HDAC5
3749	HDAC6
3750	HDAC7
3751	HDAC8
3752	HDAC9
3753	HDC
3754	HDGF
3755	HDLBP
3756	HEATR1
3757	HEBP1
3758	HEBP2
3759	HECTD3
3760	HECW1
3761	HECW2
3762	HEG1
3763	HELB
3764	HELLS
3765	HELQ
3766	HELZ
3767	HELZ2
3768	HENMT1
3769	HERC1
3770	HERC2
3771	HERC3
3772	HERC4
3773	HERC5
3774	HERC6
3775	HERPUD1
3776	HES1
3777	HES6
3778	HES7
3779	HESX1
3780	HEXA
3781	HEXB
3782	HEXIM1
3783	HEXIM2
3784	HEY1
3785	HEY2
3786	HEYL
3787	HFE
3788	HGD
3789	HGF
3790	HGFAC
3791	HGS
3792	HHAT
3793	HHIP
3794	HIBADH
3795	HIBCH
3796	HIC1
3797	HID1
3798	HIF1A
3799	HIF1AN
3800	HIF3A
3801	HIGD1A
3802	HIKESHI
3803	HINT1
3804	HIP1
3805	HIP1R
3806	HIPK1
3807	HIPK2
3808	HIPK3
3809	HIPK4
3810	HIRA
3811	HIVEP2
3812	HIVEP3
3813	HJURP
3814	HJV
3815	HK2
3816	HK3
3817	HKDC1
3818	HLA-A
3819	HLA-B
3820	HLA-C
3821	HLA-DMA
3822	HLA-DMB
3823	HLA-DOA
3824	HLA-DOB
3825	HLA-DPA1
3826	HLA-DPB1
3827	HLA-DQA1
3828	HLA-DQA2
3829	HLA-DQB1
3830	HLA-DQB2
3831	HLA-DRA
3832	HLA-DRB1
3833	HLA-DRB5
3834	HLA-E
3835	HLA-F
3836	HLCS
3837	HLTF
3838	HLX
3839	HM13
3840	HMG20A
3841	HMG20B
3842	HMGA1
3843	HMGA2
3844	HMGB1
3845	HMGB2
3846	HMGB3
3847	HMGCL
3848	HMGCR
3849	HMGCS1
3850	HMGCS2
3851	HMGN1
3852	HMGN2
3853	HMGN3
3854	HMGN5
3855	HMGXB4
3856	HMMR
3857	HMOX1
3858	HMOX2
3859	HNF1A
3860	HNF1B
3861	HNF4A
3862	HNF4G
3863	HNMT
3864	HNRNPA0
3865	HNRNPA1
3866	HNRNPA1L2
3867	HNRNPA2B1
3868	HNRNPA3
3869	HNRNPAB
3870	HNRNPC
3871	HNRNPD
3872	HNRNPDL
3873	HNRNPF
3874	HNRNPH1
3875	HNRNPH2
3876	HNRNPH3
3877	HNRNPK
3878	HNRNPL
3879	HNRNPLL
3880	HNRNPM
3881	HNRNPR
3882	HNRNPU
3883	HNRNPUL1
3884	HNRNPUL2
3885	HOGA1
3886	HOMER1
3887	HOMER2
3888	HOMER3
3889	HOOK1
3890	HOOK2
3891	HOOK3
3892	HOPX
3893	HORMAD1
3894	HOXA10
3895	HOXA2
3896	HOXA3
3897	HOXA5
3898	HOXA7
3899	HOXA9
3900	HOXB1
3901	HOXB13
3902	HOXB2
3903	HOXB3
3904	HOXB4
3905	HOXB5
3906	HOXB6
3907	HOXB7
3908	HOXB8
3909	HOXC13
3910	HOXC4
3911	HOXC5
3912	HOXC6
3913	HOXC8
3914	HOXC9
3915	HOXD1
3916	HOXD3
3917	HOXD4
3918	HOXD9
3919	HP
3920	HPD
3921	HPGDS
3922	HPN
3923	HPR
3924	HPRT1
3925	HPS1
3926	HPS3
3927	HPS4
3928	HPS5
3929	HPS6
3930	HPSE
3931	HPX
3932	HRAS
3933	HRC
3934	HRG
3935	HRH1
3936	HRH3
3937	HRH4
3938	HRK
3939	HRNR
3940	HS2ST1
3941	HS3ST1
3942	HS3ST2
3943	HS3ST3A1
3944	HS3ST3B1
3945	HS6ST1
3946	HS6ST2
3947	HSBP1
3948	HSCB
3949	HSD11B1
3950	HSD11B2
3951	HSD17B1
3952	HSD17B10
3953	HSD17B12
3954	HSD17B2
3955	HSD17B3
3956	HSD17B6
3957	HSD17B7
3958	HSD17B8
3959	HSD3B1
3960	HSD3B2
3961	HSF1
3962	HSF2
3963	HSP90AA1
3964	HSP90AB1
3965	HSP90B1
3966	HSPA13
3967	HSPA14
3968	HSPA1A
3969	HSPA1B
3970	HSPA1L
3971	HSPA2
3972	HSPA4
3973	HSPA4L
3974	HSPA5
3975	HSPA6
3976	HSPA8
3977	HSPA9
3978	HSPB1
3979	HSPB2
3980	HSPB3
3981	HSPB7
3982	HSPB8
3983	HSPD1
3984	HSPE1
3985	HSPG2
3986	HSPH1
3987	HTATSF1
3988	HTN1
3989	HTN3
3990	HTR1A
3991	HTR1B
3992	HTR1D
3993	HTR1E
3994	HTR1F
3995	HTR2A
3996	HTR2B
3997	HTR2C
3998	HTR3A
3999	HTR3B
4000	HTR3C
4001	HTR3D
4002	HTR3E
4003	HTR4
4004	HTR5A
4005	HTR6
4006	HTRA1
4007	HTRA2
4008	HTT
4009	HUS1
4010	HUWE1
4011	HVCN1
4012	HYAL1
4013	HYAL2
4014	HYAL3
4015	HYKK
4016	HYLS1
4017	HYOU1
4018	IAPP
4019	IARS2
4020	IBA57
4021	IBTK
4022	ICA1
4023	ICAM1
4024	ICAM2
4025	ICAM3
4026	ICAM4
4027	ICAM5
4028	ICE2
4029	ICMT
4030	ICOS
4031	ICOSLG
4032	ID1
4033	ID2
4034	ID4
4035	IDE
4036	IDH1
4037	IDH2
4038	IDH3A
4039	IDH3B
4040	IDH3G
4041	IDI1
4042	IDI2
4043	IDO1
4044	IDS
4045	IER3
4046	IFI16
4047	IFI27
4048	IFI30
4049	IFI35
4050	IFI44
4051	IFI6
4052	IFIT1
4053	IFIT2
4054	IFITM1
4055	IFITM3
4056	IFNA1
4057	IFNA10
4058	IFNA13
4059	IFNA14
4060	IFNA17
4061	IFNA2
4062	IFNA21
4063	IFNA4
4064	IFNA5
4065	IFNA7
4066	IFNA8
4067	IFNAR1
4068	IFNAR2
4069	IFNB1
4070	IFNE
4071	IFNG
4072	IFNGR1
4073	IFNGR2
4074	IFNL1
4075	IFNL2
4076	IFNL3
4077	IFNLR1
4078	IFNW1
4079	IFT122
4080	IFT172
4081	IFT20
4082	IFT27
4083	IFT46
4084	IFT52
4085	IFT57
4086	IFT74
4087	IFT80
4088	IFT81
4089	IFT88
4090	IGBP1
4091	IGF1
4092	IGF2
4093	IGF2BP1
4094	IGF2BP2
4095	IGF2BP3
4096	IGF2R
4097	IGFALS
4098	IGFBP1
4099	IGFBP2
4100	IGFBP3
4101	IGFBP4
4102	IGFBP5
4103	IGFBP6
4104	IGFBP7
4105	IGLL1
4106	IGLL5
4107	IGSF1
4108	IGSF5
4109	IGSF8
4110	IHH
4111	IK
4112	IKBKB
4113	IKBKE
4114	IKBKG
4115	IKZF1
4116	IKZF3
4117	IKZF4
4118	IL10
4119	IL10RA
4120	IL10RB
4121	IL11
4122	IL12A
4123	IL12B
4124	IL12RB1
4125	IL12RB2
4126	IL13
4127	IL13RA1
4128	IL13RA2
4129	IL15
4130	IL15RA
4131	IL16
4132	IL17B
4133	IL17F
4134	IL17RA
4135	IL17RB
4136	IL17RC
4137	IL17RD
4138	IL17RE
4139	IL18
4140	IL18BP
4141	IL18R1
4142	IL18RAP
4143	IL1A
4144	IL1B
4145	IL1F10
4146	IL1R1
4147	IL1R2
4148	IL1RAP
4149	IL1RAPL1
4150	IL1RAPL2
4151	IL1RL1
4152	IL1RL2
4153	IL1RN
4154	IL2
4155	IL20RA
4156	IL20RB
4157	IL22
4158	IL22RA1
4159	IL22RA2
4160	IL23A
4161	IL23R
4162	IL24
4163	IL25
4164	IL26
4165	IL27
4166	IL27RA
4167	IL2RA
4168	IL2RB
4169	IL2RG
4170	IL32
4171	IL33
4172	IL36RN
4173	IL37
4174	IL3RA
4175	IL4
4176	IL4I1
4177	IL4R
4178	IL5
4179	IL5RA
4180	IL6
4181	IL6R
4182	IL6ST
4183	IL7
4184	IL7R
4185	IL9
4186	IL9R
4187	ILF2
4188	ILK
4189	ILKAP
4190	IMMT
4191	IMP3
4192	IMP4
4193	IMPA1
4194	IMPA2
4195	IMPDH1
4196	IMPDH2
4197	INA
4198	INCENP
4199	ING1
4200	ING2
4201	ING3
4202	ING4
4203	ING5
4204	INHA
4205	INHBA
4206	INHBB
4207	INHBC
4208	INHBE
4209	INIP
4210	INO80B
4211	INO80C
4212	INO80D
4213	INO80E
4214	INPP5A
4215	INPP5B
4216	INPP5D
4217	INPP5E
4218	INPP5J
4219	INPP5K
4220	INPPL1
4221	INS
4222	INSC
4223	INSIG1
4224	INSIG2
4225	INSL3
4226	INSM1
4227	INSR
4228	INSRR
4229	INTS1
4230	INTS10
4231	INTS11
4232	INTS12
4233	INTS13
4234	INTS2
4235	INTS3
4236	INTS4
4237	INTS5
4238	INTS6
4239	INTS7
4240	INTS8
4241	INTS9
4242	INTU
4243	INVS
4244	IP6K1
4245	IP6K2
4246	IP6K3
4247	IPCEF1
4248	IPMK
4249	IPO11
4250	IPO13
4251	IPO4
4252	IPO5
4253	IPO7
4254	IPO8
4255	IPO9
4256	IPP
4257	IPPK
4258	IQCB1
4259	IQCE
4260	IQGAP1
4261	IQGAP2
4262	IQGAP3
4263	IQSEC1
4264	IRAK1
4265	IRAK2
4266	IRAK3
4267	IREB2
4268	IRF1
4269	IRF2
4270	IRF2BP1
4271	IRF2BP2
4272	IRF2BPL
4273	IRF3
4274	IRF4
4275	IRF5
4276	IRF6
4277	IRF7
4278	IRF8
4279	IRF9
4280	IRGM
4281	IRS1
4282	IRS2
4283	IRS4
4284	IRX1
4285	IRX5
4286	ISCA1
4287	ISCA2
4288	ISCU
4289	ISG20
4290	ISG20L2
4291	ISL1
4292	ISL2
4293	ISLR
4294	IST1
4295	ISX
4296	ISY1
4297	ISYNA1
4298	ITGA1
4299	ITGA10
4300	ITGA11
4301	ITGA2
4302	ITGA2B
4303	ITGA3
4304	ITGA4
4305	ITGA5
4306	ITGA6
4307	ITGA7
4308	ITGA8
4309	ITGA9
4310	ITGAD
4311	ITGAE
4312	ITGAL
4313	ITGAM
4314	ITGAV
4315	ITGAX
4316	ITGB1
4317	ITGB1BP1
4318	ITGB1BP2
4319	ITGB2
4320	ITGB3
4321	ITGB3BP
4322	ITGB4
4323	ITGB5
4324	ITGB6
4325	ITGB7
4326	ITGB8
4327	ITIH2
4328	ITIH3
4329	ITIH4
4330	ITK
4331	ITLN1
4332	ITLN2
4333	ITPA
4334	ITPK1
4335	ITPKC
4336	ITPR1
4337	ITPR2
4338	ITPR3
4339	ITSN1
4340	ITSN2
4341	IVD
4342	IVL
4343	IVNS1ABP
4344	IWS1
4345	IZUMO1
4346	JADE1
4347	JADE2
4348	JADE3
4349	JAG1
4350	JAG2
4351	JAK1
4352	JAK2
4353	JAK3
4354	JAM2
4355	JAM3
4356	JAML
4357	JARID2
4358	JAZF1
4359	JCHAIN
4360	JDP2
4361	JMJD1C
4362	JMY
4363	JPH2
4364	JPT1
4365	JPT2
4366	JSRP1
4367	JUN
4368	JUNB
4369	JUND
4370	JUP
4371	KALRN
4372	KANK1
4373	KANSL1
4374	KANSL2
4375	KANSL3
4376	KAT14
4377	KAT2A
4378	KAT2B
4379	KAT5
4380	KAT6A
4381	KAT6B
4382	KAT7
4383	KAT8
4384	KATNA1
4385	KATNAL1
4386	KATNAL2
4387	KATNB1
4388	KATNBL1
4389	KAZN
4390	KBTBD13
4391	KCNA1
4392	KCNA10
4393	KCNA2
4394	KCNA3
4395	KCNA4
4396	KCNA5
4397	KCNAB1
4398	KCNAB2
4399	KCNAB3
4400	KCNB1
4401	KCNB2
4402	KCNC1
4403	KCNC2
4404	KCNC3
4405	KCNC4
4406	KCND2
4407	KCND3
4408	KCNE1
4409	KCNE2
4410	KCNE3
4411	KCNE4
4412	KCNE5
4413	KCNF1
4414	KCNG1
4415	KCNG2
4416	KCNG3
4417	KCNG4
4418	KCNH1
4419	KCNH2
4420	KCNH3
4421	KCNH5
4422	KCNIP1
4423	KCNIP2
4424	KCNIP3
4425	KCNIP4
4426	KCNJ1
4427	KCNJ11
4428	KCNJ12
4429	KCNJ15
4430	KCNJ2
4431	KCNJ3
4432	KCNJ4
4433	KCNJ5
4434	KCNJ6
4435	KCNJ8
4436	KCNJ9
4437	KCNK3
4438	KCNK5
4439	KCNK9
4440	KCNMA1
4441	KCNMB1
4442	KCNMB2
4443	KCNMB4
4444	KCNN1
4445	KCNN2
4446	KCNN3
4447	KCNQ1
4448	KCNQ2
4449	KCNQ3
4450	KCNQ4
4451	KCNQ5
4452	KCNRG
4453	KCNS2
4454	KCNS3
4455	KCNV1
4456	KCNV2
4457	KCTD1
4458	KCTD10
4459	KCTD13
4460	KCTD15
4461	KCTD3
4462	KCTD5
4463	KCTD6
4464	KCTD7
4465	KDELR1
4466	KDELR2
4467	KDELR3
4468	KDM1A
4469	KDM1B
4470	KDM2A
4471	KDM2B
4472	KDM3A
4473	KDM4A
4474	KDM4B
4475	KDM4C
4476	KDM5A
4477	KDM5B
4478	KDM6A
4479	KDM6B
4480	KDM8
4481	KDR
4482	KEAP1
4483	KEL
4484	KERA
4485	KHDRBS1
4486	KHDRBS2
4487	KHDRBS3
4488	KHK
4489	KHSRP
4490	KIAA0319
4491	KIAA0319L
4492	KIAA0513
4493	KIAA1549
4494	KIAA1549L
4495	KIAA2013
4496	KIDINS220
4497	KIF11
4498	KIF13A
4499	KIF13B
4500	KIF14
4501	KIF15
4502	KIF16B
4503	KIF17
4504	KIF18A
4505	KIF18B
4506	KIF19
4507	KIF1A
4508	KIF1B
4509	KIF1C
4510	KIF20A
4511	KIF20B
4512	KIF21A
4513	KIF21B
4514	KIF22
4515	KIF23
4516	KIF26A
4517	KIF26B
4518	KIF27
4519	KIF2A
4520	KIF2B
4521	KIF2C
4522	KIF3A
4523	KIF3B
4524	KIF3C
4525	KIF4A
4526	KIF4B
4527	KIF5A
4528	KIF5B
4529	KIF5C
4530	KIF6
4531	KIF7
4532	KIFAP3
4533	KIFC1
4534	KIFC2
4535	KIFC3
4536	KIN
4537	KIR2DL1
4538	KIR2DL3
4539	KIR2DL4
4540	KIR3DL1
4541	KIR3DL2
4542	KIR3DL3
4543	KIRREL1
4544	KIRREL2
4545	KIRREL3
4546	KISS1
4547	KISS1R
4548	KIT
4549	KIZ
4550	KL
4551	KLB
4552	KLC1
4553	KLC2
4554	KLC3
4555	KLC4
4556	KLF1
4557	KLF15
4558	KLF2
4559	KLF4
4560	KLF5
4561	KLF6
4562	KLF7
4563	KLHDC2
4564	KLHDC3
4565	KLHL10
4566	KLHL11
4567	KLHL2
4568	KLHL20
4569	KLHL21
4570	KLHL22
4571	KLHL24
4572	KLHL25
4573	KLHL3
4574	KLHL41
4575	KLHL5
4576	KLHL9
4577	KLK1
4578	KLK12
4579	KLK13
4580	KLK14
4581	KLK3
4582	KLK4
4583	KLK5
4584	KLK6
4585	KLK7
4586	KLK8
4587	KLKB1
4588	KLRB1
4589	KLRC1
4590	KLRC2
4591	KLRC4
4592	KLRD1
4593	KLRF2
4594	KLRG1
4595	KMO
4596	KMT2A
4597	KMT2B
4598	KMT2C
4599	KMT2D
4600	KMT2E
4601	KMT5A
4602	KMT5B
4603	KNL1
4604	KNTC1
4605	KPNA1
4606	KPNA2
4607	KPNA3
4608	KPNA4
4609	KPNA5
4610	KPNA6
4611	KPNA7
4612	KPNB1
4613	KPRP
4614	KPTN
4615	KRAS
4616	KRIT1
4617	KRR1
4618	KRT1
4619	KRT10
4620	KRT12
4621	KRT13
4622	KRT14
4623	KRT15
4624	KRT16
4625	KRT17
4626	KRT18
4627	KRT19
4628	KRT2
4629	KRT20
4630	KRT23
4631	KRT24
4632	KRT25
4633	KRT26
4634	KRT27
4635	KRT28
4636	KRT3
4637	KRT31
4638	KRT32
4639	KRT33A
4640	KRT33B
4641	KRT34
4642	KRT37
4643	KRT38
4644	KRT39
4645	KRT4
4646	KRT40
4647	KRT5
4648	KRT6A
4649	KRT6B
4650	KRT6C
4651	KRT7
4652	KRT71
4653	KRT72
4654	KRT73
4655	KRT74
4656	KRT75
4657	KRT76
4658	KRT78
4659	KRT79
4660	KRT8
4661	KRT80
4662	KRT81
4663	KRT83
4664	KRT85
4665	KRT86
4666	KRT9
4667	KSR1
4668	KTN1
4669	KYAT1
4670	KYNU
4671	L1CAM
4672	L2HGDH
4673	L3MBTL1
4674	L3MBTL2
4675	LACRT
4676	LAIR1
4677	LALBA
4678	LAMA1
4679	LAMA2
4680	LAMA3
4681	LAMA4
4682	LAMA5
4683	LAMB1
4684	LAMB2
4685	LAMB3
4686	LAMC1
4687	LAMC2
4688	LAMC3
4689	LAMP1
4690	LAMP2
4691	LAMTOR1
4692	LAMTOR2
4693	LAMTOR3
4694	LAMTOR5
4695	LAP3
4696	LAPTM5
4697	LARGE1
4698	LARGE2
4699	LARP6
4700	LARP7
4701	LAS1L
4702	LASP1
4703	LAT
4704	LAT2
4705	LATS1
4706	LATS2
4707	LAYN
4708	LBP
4709	LBR
4710	LCA5
4711	LCAT
4712	LCE1A
4713	LCE1B
4714	LCE1C
4715	LCE1D
4716	LCE1E
4717	LCE1F
4718	LCE2A
4719	LCE2B
4720	LCE2C
4721	LCE2D
4722	LCE3A
4723	LCE3B
4724	LCE3C
4725	LCE3D
4726	LCE4A
4727	LCE5A
4728	LCK
4729	LCLAT1
4730	LCN1
4731	LCN2
4732	LCORL
4733	LCP1
4734	LCP2
4735	LCT
4736	LDB1
4737	LDB2
4738	LDB3
4739	LDHAL6A
4740	LDHAL6B
4741	LDHB
4742	LDHC
4743	LDHD
4744	LDLR
4745	LDLRAP1
4746	LEF1
4747	LEFTY1
4748	LEFTY2
4749	LEMD2
4750	LEMD3
4751	LEO1
4752	LEP
4753	LEPR
4754	LEPROT
4755	LETM1
4756	LFNG
4757	LGALS1
4758	LGALS3
4759	LGALS3BP
4760	LGALS4
4761	LGALS7
4762	LGALS7B
4763	LGALS8
4764	LGALS9
4765	LGI1
4766	LGI3
4767	LGMN
4768	LGR4
4769	LGR5
4770	LHCGR
4771	LHFPL5
4772	LHPP
4773	LHX1
4774	LHX2
4775	LHX3
4776	LHX4
4777	LHX6
4778	LHX8
4779	LHX9
4780	LIF
4781	LIFR
4782	LIG1
4783	LIG3
4784	LIG4
4785	LILRA1
4786	LILRA4
4787	LILRB1
4788	LILRB2
4789	LILRB3
4790	LILRB4
4791	LIMA1
4792	LIMD1
4793	LIMK1
4794	LIMK2
4795	LIMS1
4796	LIMS2
4797	LIMS3
4798	LIN28A
4799	LIN28B
4800	LIN37
4801	LIN52
4802	LIN54
4803	LIN7A
4804	LIN7B
4805	LIN7C
4806	LIN9
4807	LINGO1
4808	LIPC
4809	LIPE
4810	LIPG
4811	LIPH
4812	LIPT1
4813	LLGL1
4814	LLGL2
4815	LMAN1
4816	LMAN2
4817	LMAN2L
4818	LMBR1
4819	LMBR1L
4820	LMCD1
4821	LMF1
4822	LMF2
4823	LMNA
4824	LMNB1
4825	LMNB2
4826	LMO1
4827	LMO2
4828	LMO4
4829	LMO7
4830	LMOD1
4831	LMTK2
4832	LMX1A
4833	LMX1B
4834	LNPEP
4835	LNPK
4836	LNX1
4837	LONP1
4838	LONP2
4839	LOX
4840	LOXL1
4841	LOXL2
4842	LOXL3
4843	LOXL4
4844	LPA
4845	LPAR1
4846	LPAR2
4847	LPAR3
4848	LPAR4
4849	LPAR6
4850	LPCAT1
4851	LPCAT2
4852	LPCAT3
4853	LPCAT4
4854	LPGAT1
4855	LPIN1
4856	LPIN2
4857	LPIN3
4858	LPXN
4859	LRAT
4860	LRCH3
4861	LRCH4
4862	LRFN1
4863	LRFN3
4864	LRFN4
4865	LRG1
4866	LRIG1
4867	LRIG3
4868	LRP1
4869	LRP10
4870	LRP12
4871	LRP2BP
4872	LRP5
4873	LRP6
4874	LRP8
4875	LRPPRC
4876	LRRC4
4877	LRRC49
4878	LRRC4B
4879	LRRC4C
4880	LRRC8A
4881	LRRC8B
4882	LRRC8C
4883	LRRC8D
4884	LRRC8E
4885	LRRFIP1
4886	LRRK2
4887	LRRTM1
4888	LRRTM2
4889	LRRTM4
4890	LRSAM1
4891	LRWD1
4892	LSAMP
4893	LSG1
4894	LSM1
4895	LSM10
4896	LSM11
4897	LSM14A
4898	LSM14B
4899	LSM2
4900	LSM3
4901	LSM4
4902	LSM5
4903	LSM6
4904	LSM7
